,restaurant,url,category,distance,star,num_reviews
583,Nightshade Culture & cocktails,https://www.doordash.com/store/2614210/?pickup=false,"$$ • Vegan, Gluten-Free",Closed • 0.4 mi,4.0,(12)
584,Kyu Grill,https://www.doordash.com/store/2489120/?pickup=false,"$$ • Asian Fusion, Heroes",Closed • 0.5 mi,5.0,
585,Bambū Desserts and Drinks,https://www.doordash.com/store/446197/?pickup=false,"$$ • Juice Bars & Smoothies, Dessert",Closed • 2.4 mi,4.5,(332)
586,Kosoo Restaurant,https://www.doordash.com/store/42727/?pickup=false,"$$ • Korean, Soul Food",Closed • 1.0 mi,4.6,(970+)
587,Guu Garden (Nelson St At Hornby St)-M101,https://www.doordash.com/store/905563/?pickup=false,"$$ • Japanese, Bento Box",Closed • 0.5 mi,4.8,(187)
588,Second Cup,https://www.doordash.com/store/1731395/?pickup=false,"$$ • Bakery, Espresso",Closed • 0.5 mi,4.7,(44)
589,Damso,https://www.doordash.com/store/98634/?pickup=false,"$$ • Korean, Barbecue",Closed • 1.2 mi,4.6,(267)
590,49th Parallel Coffee,https://www.doordash.com/store/445816/?pickup=false,"$$ • Cafe, Bakery",Closed • 0.5 mi,4.7,(620+)
591,Fable Diner,https://www.doordash.com/store/446258/?pickup=false,"$ • American, Breakfast",Closed • 1.3 mi,4.6,"(1,000+)"
592,Water Street Cafe,https://www.doordash.com/store/936266/?pickup=false,"$$ • Canadian, Cafe",Closed • 0.4 mi,4.4,(194)
593,Chinatown BBQ 华埠烧腊,https://www.doordash.com/store/566798/?pickup=false,"$$ • Chinese, Barbecue",Closed • 0.6 mi,4.7,"(1,300+)"
594,Ramen Danbo,https://www.doordash.com/store/42801/?pickup=false,"$$ • Japanese, Ramen",Closed • 0.8 mi,4.7,"(4,000+)"
595,Shabusen Yakiniku House,https://www.doordash.com/store/446182/?pickup=false,"$$ • Japanese, Sushi",Closed • 0.4 mi,4.3,(20)
596,Kung Fu Noodle 功夫面,https://www.doordash.com/store/335264/?pickup=false,"$$ • Chinese, Breakfast",Closed • 800 ft,4.5,(245)
597,Bubble World 大头仔,https://www.doordash.com/store/898837/?pickup=false,"$$ • Taiwanese, Hot Pot",Closed • 0.8 mi,5.0,
598,Burgerland Smash Up,https://www.doordash.com/store/1714621/?pickup=false,"$$ • American, Fast Food",Closed • 0.6 mi,3.0,
599,Mr. Vape and Bong,https://www.doordash.com/store/1612066/?pickup=false,"$$ • Snacks, Chocolates",Closed • 0.3 mi,3.8,
600,Curry Fusion,https://www.doordash.com/store/1099366/?pickup=false,"$$ • Lunch, Curry",Closed • 900 ft,4.5,(10)
601,Donair Pro,https://www.doordash.com/store/1211825/?pickup=false,"$$ • Falafel, Wraps",Closed • 1.2 mi,3.6,(17)
602,Modern Wellness Bar,https://www.doordash.com/store/2478520/?pickup=false,"$$ • Smoothies, Coffee & Tea",Closed • 0.4 mi,4.8,(23)
603,Did's Pizza,https://www.doordash.com/store/42660/?pickup=false,"$$ • Italian, Pizza",Closed • 900 ft,3.2,
604,SMAK Healthy Fast Food,https://www.doordash.com/store/98509/?pickup=false,"$$ • Healthy, Coffee & Tea",Closed • 0.3 mi,4.5,(147)
605,District Bar Restaurant,https://www.doordash.com/store/98651/?pickup=false,"$$ • Sandwiches, Burgers",Closed • 900 ft,4.6,
606,Salam Bombay,https://www.doordash.com/store/42811/?pickup=false,"$$ • Indian, Vegetarian",Closed • 0.4 mi,4.6,(340)
607,Copper Branch,https://www.doordash.com/store/971578/?pickup=false,"$$ • Vegan, Coffee & Tea",Closed • 0.3 mi,4.4,(760+)
608,Ak's Just Bite Fresh,https://www.doordash.com/store/1084663/?pickup=false,"$$ • Middle Eastern, Salads",Closed • 0.2 mi,4.7,(23)
609,Viet Sub,https://www.doordash.com/store/335215/?pickup=false,"$$ • Rolls, Salads",Closed • 800 ft,,
610,Johnny Rockets,https://www.doordash.com/store/535677/?pickup=false,"$$ • Salads, Burgers",Closed • 0.4 mi,4.4,(870+)
611,Snack Foods,https://www.doordash.com/store/1145456/?pickup=false,"$$ • Snacks, Chocolates",Closed • 0.7 mi,,
612,Pho Central,https://www.doordash.com/store/31053/?pickup=false,"$$ • Vietnamese, Noodles",Closed • 0.8 mi,4.5,(423)
613,Pidgin,https://www.doordash.com/store/951869/?pickup=false,"$$ • Asian Fusion, Vegan",Closed • 0.5 mi,4.7,(63)
614,Marimba,https://www.doordash.com/store/732842/?pickup=false,"$$ • Mexican, Burritos",Closed • 0.3 mi,5.0,
615,The Lemon Square,https://www.doordash.com/store/640292/?pickup=false,"$$ • Delivery, Ice Cream",Closed • 0.4 mi,5.0,
616,The Pint Public House,https://www.doordash.com/store/871219/?pickup=false,"$$ • Comfort Food, Burgers",Closed • 0.3 mi,4.1,(58)
617,Sushi Coen,https://www.doordash.com/store/42835/?pickup=false,"$ • Japanese, Tapas/Small Plates",Closed • 0.7 mi,3.8,(109)
618,Nathans Famous,https://www.doordash.com/store/1413575/?pickup=false,"$$ • Fast Food, Sandwiches",Closed • 0.4 mi,4.3,(51)
619,Yah Yah Ya Ramen,https://www.doordash.com/store/358012/?pickup=false,"$$ • Ramen, Rice Bowl",Closed • 0.2 mi,4.4,(102)
620,MRKT East (Parq Vancouver),https://www.doordash.com/store/241034/?pickup=false,"$$ • Chinese, Noodles",Closed • 0.4 mi,4.4,(184)
621,MONSTER SANDWICHES,https://www.doordash.com/store/912861/?pickup=false,"$$ • Chicken Wings, American",Closed • 0.2 mi,4.5,
622,Saigon Xua,https://www.doordash.com/store/1066748/?pickup=false,"$$ • Vietnamese, Vegetarian",Closed • 0.6 mi,4.3,(168)
623,Beef Baron-,https://www.doordash.com/store/912789/?pickup=false,$$ • Sandwiches,Closed • 0.2 mi,4.5,(10)
624,Premium Meals,https://www.doordash.com/store/749531/?pickup=false,"$$ • Smoothies, Teriyaki",Closed • 0.4 mi,4.7,
625,Giant Panda Szechuan Cuisine 熊猫小厨,https://www.doordash.com/store/471010/?pickup=false,"$$ • Chinese, Fried Rice",Closed • 0.4 mi,4.2,(93)
626,3Q Chicken,https://www.doordash.com/store/1287073/?pickup=false,"$$ • Chicken, Fries",Closed • 800 ft,4.6,
627,Unwind Restaurant,https://www.doordash.com/store/191700/?pickup=false,"$$ • Breakfast, Sandwiches",Closed • 0.5 mi,3.8,(141)
628,Super Chef Grill,https://www.doordash.com/store/28226/?pickup=false,"$$ • Chicken, Lunch",Closed • 700 ft,,
629,Mom's Grilled Cheese Truck,https://www.doordash.com/store/811077/?pickup=false,"$$ • Lunch, Sandwiches",Closed • 0.3 mi,,
630,The Roost,https://www.doordash.com/store/1084878/?pickup=false,"$$ • American, Comfort Food",Closed • 1.3 mi,4.4,(620+)
631,La Boqueria Tasting Room,https://www.doordash.com/store/662905/?pickup=false,"$$ • Spanish, Alcohol",Closed • 0.8 mi,3.0,
632,Our Town Cafe,https://www.doordash.com/store/1144303/?pickup=false,"$$ • Wraps, Cafe",Closed • 1.4 mi,4.3,(17)
633,Meat'n'Wrap,https://www.doordash.com/store/1547032/?pickup=false,"$$ • Wraps, Meal Kit",Closed • 1.1 mi,4.6,(80)
634,Laboratory-Sous Vide Cuisine Inc.,https://www.doordash.com/store/2479980/?pickup=false,"$ • Alcohol, Salads",Closed • 700 ft,,
635,Take Five Cafe,https://www.doordash.com/store/42852/?pickup=false,"$$ • Sandwiches, Breakfast",Closed • 0.2 mi,,
636,Yang's Cafe,https://www.doordash.com/store/2232329/?pickup=false,"$$ • Cafe, Coffee",Closed • 0.2 mi,,
637,The Blind Sparrow Fried Chicken Co. by Hook,https://www.doordash.com/store/898528/?pickup=false,"$$ • American, Sandwiches",Closed • 1.3 mi,4.5,(84)
638,BeSIDE Forage,https://www.doordash.com/store/1271915/?pickup=false,"$$ • Vegetarian, Alcohol",Closed • 0.8 mi,4.7,(80)
639,The Giftshop,https://www.doordash.com/convenience/store/825300/?pickup=false,"$$ • Dessert, Convenience",Closed • 1.1 mi,4.0,
640,Slickity Jim's Chat 'N' Chew,https://www.doordash.com/store/28182/?pickup=false,"$$ • Sandwiches, Breakfast",Closed • 1.9 mi,4.6,(42)
641,Rupert's Diner & Breakfast,https://www.doordash.com/store/2421513/?pickup=false,"$$ • Espresso, Smoothies",Closed • 0.3 mi,,
642,WABUKURO,https://www.doordash.com/store/23187427/?pickup=false,"$$ • Japanese, Asian",Closed • 0.3 mi,,
643,Pho Sho,https://www.doordash.com/store/1251621/?pickup=false,"$$ • Vietnamese, Noodles",Closed • 0.4 mi,,
644,Arturo's Mexico 2 Go,https://www.doordash.com/store/1865162/?pickup=false,"$$ • Mexican, Burritos",Closed • 0.4 mi,,
645,The Market,https://www.doordash.com/store/1124038/?pickup=false,"$$ • Grocery, Alcohol",Closed • 0.5 mi,,
646,Aiyaohno Cafe,https://www.doordash.com/store/23333465/?pickup=false,"$$ • Sandwiches, Wraps",Closed • 0.5 mi,,
647,Ampersand Bistro & Bar,https://www.doordash.com/store/910862/?pickup=false,"$$ • Chinese, Dim Sum",Closed • 0.5 mi,,
648,G3 Grocery Market by Fed,https://www.doordash.com/convenience/store/668867/?pickup=false,"$$ • Convenience, Bakery",Closed • 1.5 mi,5.0,
649,TAPshack - Coal Harbour,https://www.doordash.com/store/1690653/?pickup=false,"$$ • Alcohol, Pizza",Closed • 0.7 mi,4.5,(17)
650,East Van Pie Syndicate,https://www.doordash.com/store/773440/?pickup=false,"$$ • Salads, Fries",Closed • 0.9 mi,4.5,
651,The Belgian Chocolate Cafe,https://www.doordash.com/store/1078873/?pickup=false,"$$ • Sweets, Pastries",Closed • 0.4 mi,4.6,(65)
652,Spago,https://www.doordash.com/store/1058157/?pickup=false,"$$ • Dinner, Breakfast and Lunch",Closed • 0.4 mi,5.0,
653,Birria Birria,https://www.doordash.com/store/2857952/?pickup=false,"$$ • Mexican, Tacos",Closed • 0.4 mi,,
654,GFK Investments Ltd DBA/ Straight Outta Brooklyn Pizzeria (Gastown),https://www.doordash.com/store/2845511/?pickup=false,$$ • Pizza,Closed • 0.4 mi,,
655,Saladsie,https://www.doordash.com/store/1146763/?pickup=false,"$$ • Salads, Healthy",Closed • 0.5 mi,5.0,
656,Umi Sushi Waterfront,https://www.doordash.com/store/1074066/?pickup=false,$$ • Sushi Bars,Closed • 0.5 mi,,
657,Bestie,https://www.doordash.com/store/914223/?pickup=false,"$$ • Pretzels, German",Closed • 0.6 mi,,
658,Showcase Restaurant And Bar,https://www.doordash.com/store/879979/?pickup=false,"$$ • Chicken, Dessert",Closed • 0.6 mi,3.0,
659,LanaLou's,https://www.doordash.com/store/42733/?pickup=false,"$ • Comfort Food, Fast Food",Closed • 0.9 mi,4.2,
660,NaMi Vietnamese Cuisine ltd.,https://www.doordash.com/store/22979196/?pickup=false,$,Closed • 0.4 mi,,
661,Nemesis Coffee,https://www.doordash.com/store/335266/?pickup=false,"$$ • Sandwiches, Coffee Shop",Closed • 0.3 mi,4.5,(53)
662,Zubu Food Hall Olympic Village,https://www.doordash.com/store/1019564/?pickup=false,"$$ • Japanese, Ramen",Closed • 0.9 mi,4.5,(316)
663,Papi's Seafood & Oyster Bar,https://www.doordash.com/store/1351733/?pickup=false,"$$ • Seafood, Burgers",Closed • 1.3 mi,4.1,(18)
664,Rock'n'Roll,https://www.doordash.com/store/1153722/?pickup=false,"$$ • Mexican, Sandwiches",Closed • 1.1 mi,4.6,(279)
665,Popina Cantina,https://www.doordash.com/store/566814/?pickup=false,"$$ • Sandwiches, Burgers",Closed • 1.1 mi,4.3,(48)
666,Urantus Coffee Beans,https://www.doordash.com/store/1891765/?pickup=false,$$ • Coffee,Closed • 0.6 mi,,
667,The Greek Heist,https://www.doordash.com/store/23324933/?pickup=false,"$$ • Greek, Wraps",Closed • 0.7 mi,,
668,Cordon Rouge Restaurant,https://www.doordash.com/store/1225480/?pickup=false,$$ • American,Closed • 0.7 mi,,
669,OVALTINE CAFÉ,https://www.doordash.com/store/23444500/?pickup=false,"$$ • Breakfast, Pancakes",Closed • 0.7 mi,,
670,East Van Concession Stand,https://www.doordash.com/store/905520/?pickup=false,"$$ • Burgers, Snacks",Closed • 0.8 mi,,
671,Two Triangles,https://www.doordash.com/store/702760/?pickup=false,"$$ • Sandwiches, Dessert",Closed • 1.5 mi,4.6,(34)
672,The Capital,https://www.doordash.com/store/597133/?pickup=false,"$$ • Sandwiches, Sweets",Closed • 0.8 mi,4.0,(11)
673,Haole Loco Moco,https://www.doordash.com/store/1259043/?pickup=false,"$$ • Teriyaki, Burgers",Closed • 0.8 mi,,
674,Yolks Breakfast,https://www.doordash.com/store/445781/?pickup=false,"$$ • American, Coffee",Closed • 1.9 mi,4.5,(640+)
675,Columbia market,https://www.doordash.com/store/1217615/?pickup=false,"$$ • Colombian, Ice Cream",Closed • 0.6 mi,3.0,
676,Electric Bicycle Brewing,https://www.doordash.com/store/1134766/?pickup=false,"$$ • Alcohol, Snacks",Closed • 1.0 mi,5.0,
677,Lost + Found Café,https://www.doordash.com/store/1058241/?pickup=false,"$ • Cafe, Breakfast",Closed • 0.4 mi,4.7,(11)
678,Tango Empanadas,https://www.doordash.com/store/2444875/?pickup=false,"$ • Empanadas, Salads",Closed • 1.1 mi,4.7,(11)
679,Vancouver vegan foods,https://www.doordash.com/store/887042/?pickup=false,"$$ • Vegan, Sandwiches",Closed • 0.9 mi,,
680,The Portside Pub,https://www.doordash.com/store/1196645/?pickup=false,"$$ • Pubs, Sandwiches",Closed • 0.9 mi,,
681,Mahony’s Tavern,https://www.doordash.com/store/31036/?pickup=false,"$$ • Pizza, Sliders",Closed • 0.6 mi,,
682,Le Doux Ciel,https://www.doordash.com/store/1827916/?pickup=false,"$$ • Brunch, Cakes",Closed • 0.3 mi,,
683,Marutama Ra-men,https://www.doordash.com/store/335268/?pickup=false,"$$ • Japanese, Ramen",Closed • 700 ft,4.8,(580+)
684,BUSSIN HOTDOG,https://www.doordash.com/store/23445218/?pickup=false,"$ • Hot Dogs, Fries",Closed • 1.0 mi,,
685,Dessert Hub,https://www.doordash.com/store/23445280/?pickup=false,"$$ • Comfort Food, Sweets",Closed • 1.0 mi,,
686,Master Chef John,https://www.doordash.com/store/2407048/?pickup=false,$$ • Thai,Closed • 1.1 mi,,
687,Mayelo Food Corporation,https://www.doordash.com/store/756855/?pickup=false,"$$ • Mexican, Tacos",Closed • 1.2 mi,,
688,Sushi Flamingo,https://www.doordash.com/store/2633062/?pickup=false,"$$ • Japanese, Sushi",Closed • 1.6 mi,4.7,(12)
689,Buro Coffee,https://www.doordash.com/store/2455331/?pickup=false,"$$ • Cafe, Coffee & Tea",Closed • 900 ft,5.0,
690,True North Performance,https://www.doordash.com/store/2864915/?pickup=false,"$$ • Healthy, Supplements",Closed • 1.6 mi,,
691,Living Lotus Chocolate,https://www.doordash.com/store/1197096/?pickup=false,"$$ • Chocolates, brownies",Closed • 1.2 mi,5.0,
692,Celsia Florist,https://www.doordash.com/store/862520/?pickup=false,$$ • Plants,Closed • 1.1 mi,5.0,
693,Good Dogs Plant Foods,https://www.doordash.com/store/23004815/?pickup=false,"$$ • Wine, Custom Cocktails",Closed • 0.8 mi,,
